irn,title,title_length,image_irn,width,height,contentUrl,rights,description,observedDimension,creator,role,createdDate,createdPlace,productionUsedTechnique,isMadeOfSummary,isMadeOf,isTypeOf,influencedBy,depicts,refersTo,creditLine
240324,List of plans for Pa Maori,26,339255,3168,4752,https://media.tepapa.govt.nz/collection/339255/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>List of plans for Pa Maori (maker unknown, possibly Elsdon Best).</FONT></P>
<P><FONT size=3>Plans for Pa Maori</FONT></P>
<P><FONT size=3>Ngatapa P. B.</FONT></P>
<P><FONT size=3>Plan showing earth works. Tilis [?]. Also positions of Col. Forces, Sap, Trenches. 1 Copy.</FONT></P>
<P><FONT size=3>Plans showing Sections of Pa. 3 Copies.</FONT></P>
<P><FONT size=3>Plans illustrating operations at Ngatapa. Fort Richmond. Te Kooti's position at Whare Kopae. 2 Copies.</FONT></P>
<P></FONT><FONT size=3>Rua-pekapeka [sic].</FONT></P>
<P>Section of pa defences. No. of pits, No. of [unknown], Palisades. "" "" hut. General outline of Pa. 1 Copy.</P>
<P>First 5 of above items shown. 1 Copy.</P>
<P>Last of above items shown. 1 Copy.</P>
<P>Rangiriri.</P>
<P>Sketch of external palisades, sketch of works, position of attacking forces. 1 Copy.</P>
<P>See description on separate sheet, folded.</P>
<P>Sketch of Pa works. Position of troops and guns. 1 Copy.</P>
<P>Tauranga-ika [sic].</P>
<P>Section of defences, French, fences, walls, huts. 2 Copies.</P>
<P>Section of whole pa, palisade, towers, walls, trenches, barracks, houses, pits. 2 Copies.</P>
<P>Birds eye view of pa. Contour. Defences. Towers. Houses. 2 Copies.</P>
<P>Birds eye view of pa with less detail. 1 Copy.</P>
<P>Pa Maori.</P>
<P>Ngati Awa Pas at Chathams. Heaphy.</P>
<P>External view of pas, Fighting Stages. Covered water way - 1.</P>
<P>Verbal descriptions of above. Also of Rangiriri. 1.</P>
<P>Pre-European pa at Taradale. Sections.</P>
<P>Pre-European pa at Kaimata. Sections.</P>
<P>Plan of pa at Massacre Bay, 1839.</P>
<P>Section of wall of gun pa.</P>
<P>Waimate pa 1839. External view.</P>
<P>Chatham Is. Pas with stages. </P>
<P>Above on one sheet - 2 copies.</P>
<P>Puke-aruke [sic] Pa, Taranaki.</P>
<P>Plans and sections of/ 2 Copies.</P>
<P>Plan of Puke-aruke [sic] Redoubt and Locality of Massacre. 1 Copy.</P>
<P>Map. Waitara Wist. Pas.</P>
<P>Pas and Redoubts of 1860-61. 1 Copy.</P>
<P>Manu-Korihi [sic]<FONT size=1><FONT size=3> Pa. Waitara.</FONT></P>
<P><FONT size=3>Pre-European Pa. Plan and sections. 1 copy.</FONT></P>
<P><FONT size=3>Plan of gun pa at Massacre Bay. 1839 and section of wall. 1.</FONT></P>
<P><FONT size=3>Motu-o-puhi [sic] Pa at Roto-a-ira [sic]. View of. 1.</FONT></P>
<P><FONT size=3>Pa at Roto-a-ira [sic]. 1.</FONT></P>
<P><FONT size=3>Pa fence ? Waitaha-nui [sic]. 1.</FONT></P>
<P><FONT size=3>Waimate Pa. Taranaki. 1.</FONT></P>
<P><FONT size=3>Rangitoto I. Pa. Sunset Pt. Pa, Auck. Waimate Pa. 1.</FONT></P>
<P><FONT size=3>Pa Maori</FONT></P>
<P><FONT size=3>Te Wherowhero's Pa. 1.</FONT></P>
<P><FONT size=3>Exhibition Pa. 2.</FONT></P></FONT>","Approximate: 215mm (width), 345mm (height)",Elsdon Best,attributed,c1920,,"writing,freehand drawing",,"paper,ink,metal",texts,,,"Ngātapa,Ruapekapeka,Waikato,Whanganui,Chatham Islands,Taradale,Waimate,Golden Bay,Hawke's Bay,Taranaki,Waitara,Taupō,Waitahanui,Auckland,Māori",
240327,"Ruapekapeka sketch -  re drawn in 1916,",39,339260,4752,3168,https://media.tepapa.govt.nz/collection/339260/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Ruapekapeka - Section along Red Line in Sheet G. Elevation of wall showing loopholes. Bomb proof pit. Section of a hut. Section of cave passage. Redrawn September 1916.</P></FONT>","Approximate: 390mm (width), 245mm (height)",James McDonald,draftsman,1916,,"printing,drawing",,"paper,ink,graphite pencil","plans,sections",Te Ruki Kawiti,Ruapekapeka,Māori,
240327,"Ruapekapeka sketch -  re drawn in 1916,",39,339261,4752,3168,https://media.tepapa.govt.nz/collection/339261/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Ruapekapeka - Section along Red Line in Sheet G. Elevation of wall showing loopholes. Bomb proof pit. Section of a hut. Section of cave passage. Redrawn September 1916.</P></FONT>","Approximate: 390mm (width), 245mm (height)",James McDonald,draftsman,1916,,"printing,drawing",,"paper,ink,graphite pencil","plans,sections",Te Ruki Kawiti,Ruapekapeka,Māori,
240335,Plan illustrating the operations at Ngatapa,43,339269,4752,3168,https://media.tepapa.govt.nz/collection/339269/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Plan illustrating the operations at Ngatapa.</P></FONT>","Approximate: 395mm (width), 317mm (height)",Unknown,,February 1884,Wellington (New Zealand),lithography,,"paper,ink",plans,,Ngātapa,Māori,
240342,"Plan of Ngatapa Pa, Poverty Bay, taken by Colonel Whitmore from Hau Hau and Te Kooti",84,339278,3168,4752,https://media.tepapa.govt.nz/collection/339278/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Plan of Ngatapa Pa, Poverty Bay, taken by Colonel Whitmore from Hau Hau and Te Kooti.</P></FONT>","Approximate: 285mm (width), 440mm (height)",O. L. W. Bousfield,surveyor,no date given,,"lithography,colour lithography",,"paper,ink,watercolour,linen,cardboard",plans,,,"Māori,Ngāti Porou",
240342,"Plan of Ngatapa Pa, Poverty Bay, taken by Colonel Whitmore from Hau Hau and Te Kooti",84,339282,3168,4752,https://media.tepapa.govt.nz/collection/339282/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Plan of Ngatapa Pa, Poverty Bay, taken by Colonel Whitmore from Hau Hau and Te Kooti.</P></FONT>","Approximate: 285mm (width), 440mm (height)",O. L. W. Bousfield,surveyor,no date given,,"lithography,colour lithography",,"paper,ink,watercolour,linen,cardboard",plans,,,"Māori,Ngāti Porou",
240346,Ngatapa from the East,21,339285,4752,3168,https://media.tepapa.govt.nz/collection/339285/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Ngatapa from the East</P></FONT>","Approximate: 380mm (width), 280mm (height)",Honorable James Richmond,artist,circa 1869,,printing,,"paper,ink",prints,,Ngātapa,Māori,
240351,Map of West Coast between rivers Waingongoro and Wanganui,57,626343,9984,2712,https://media.tepapa.govt.nz/collection/626343/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Map of the West Coast between the Rivers Waingongoro and Wanganui.</P></FONT>","Approximate: 1500mm (width), 390mm (height)",James Orme Barnard,cartographer,circa 1870,,drawing,,"paper,linen,watercolour,ink",maps,Map making,Whanganui,Geography,
240353,Waitara Survey District,23,339298,3127,4141,https://media.tepapa.govt.nz/collection/339298/full,No Known Copyright Restrictions,"<FONT size=3><FONT size=1>
<P><FONT size=3>Waitara Survey District.</FONT></P>
<P><FONT size=3>Waitara West and Huirangi Districts, Blocks V and IX.</FONT></FONT></P></FONT>","Approximate: 400mm (width), 510mm (height)",James Mackenzie,surveyor,no date given,Wellington (New Zealand),printing,,"paper,watercolour,ink",maps,Map making,Waitara,Geography,
240354,Chapman's map of the Northern Part of the Province of Auckland,62,339297,3050,3824,https://media.tepapa.govt.nz/collection/339297/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Chapman's Map of the Norrthern Part of the Province of Auckland - Published by CEO: T. Chapman, Bookseller and Stationer, Auckland.</P></FONT>","Approximate: 545mm (width), 665mm (height)",George Thompson Chapman,publisher,circa 1870,Auckland (New Zealand),colour lithography,,"paper,linen,ink",maps,Map making,"Islands, Bay of,Reinga, Cape,Russell,Northland",Geography,
240356,Hemisphere pour voir Les Terres/  Meridional plus distinctement Australes,73,350677,3000,2816,https://media.tepapa.govt.nz/collection/350677/full,No Known Copyright Restrictions,"<P>First edition of De lisle's polar hemispherical map showing Australia and New Zealand according to Tasman's two voyages in 1642-3 and 1644.</P>
<P>The map shows the routes of several well-known explorers including Tasman, de Quires, Magellan and Dampier. De l'isle abandons all notions of Terra Australis Incognita adopting a more accurate description based on actual discoveries. Several of the early Dutch discoveries in Australia are noted. Dampier's Western Australian discovery of Shark Bay (' Scharks Bay ') is noted, as are his exploits in NewBritain. In keeping with his scientific and accurate approach to cartography, Delisle shows two locations for the Solomon Islands , one according to 'Fernand Gallego' (presumably Mendana's chief pilot Hernando Gallego), north-east of New Zealand , the other according to Dudley, charted further towards South America .</P>","Approximate: 810mm (width), 580mm (height)",Guillaume De L'Isle,cartographer,1714,France,"hand coloring,printing",Original document,"paper,ink","historical maps,navigation charts",Voyages around the world,Islands,"Discovery & exploration,explorers,Sailors,Sailing ships,Navigation,Australia,New Zealand,South Pacific Ocean",
240362,Map showing routes of entry and some recorded voyages of the Polynesians in the Pacific Ocean,93,339311,4752,3168,https://media.tepapa.govt.nz/collection/339311/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Map showing the routes of entry and some recorded voyages of the Polynesians in the Pacific Ocean. By Elsdon Best. Equatorial scale 1:50,000,000.</P></FONT>","Approximate: 390mm (width), 260mm (height)",Elsdon Best,author,1918,,printing,,"paper,ink",maps,Voyages around the world,"Islands,New Zealand,Australia,Cook Islands,Fiji,New Caledonia,Solomon Islands","Discovery & exploration,explorers,Sailors",
240365,"Miramar Peninsular (from Transactions volume 15, Part XXI (21))",63,339314,2608,3427,https://media.tepapa.govt.nz/collection/339314/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>Plan of the Miramar Peninsula, from Transactions volume 15, Part XXI (21).</FONT> </P></FONT>","Approximate: 135mm (width), 195mm (height)",Unknown,,circa 1870,,lithography,,"paper,ink","plans,maps",,"Valleys,Wetlands",Māori,
240367,Urewera Native Reserves,23,341245,3109,3846,https://media.tepapa.govt.nz/collection/341245/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>Urewera Native Reserves.</FONT></P>
<P><FONT size=3>Land set forth in the ""Urewera District Native Reserves Act 1896"", and the ""Urewera District Native Reserves Amendment Act 1900"", and the boundaries of the various blocks thereof as defined by the order of the Native Minister made regarding the various appeals under the said Act.</FONT></P></FONT>","Approximate: 665mm (width), 830mm (height)",Unknown,,c1907,,printing,,"paper,ink","plans,land surveys",,Urewera National Park,Māori,
240368,Map showing original layout of sections for small settlements - Masterton/Wairarapa area,88,339317,4752,3168,https://media.tepapa.govt.nz/collection/339317/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>Map showing original layout of sections for small settlements, in the Masterton/Wairarapa area. </FONT></P>
<P><FONT size=3>Original by J. Hughes, Surveyor, May 1856. Copied by A. W. Reynolds, 1928.</FONT></P></FONT>","Approximate: 675mm (width), 445mm (height)","Arthur William Reynolds,J Hughes","copyist,maker/artist",1928,,printing,,"paper,ink,watercolour",plans,Map making,"Masterton,Wairarapa",,
240370,Map of King Country and neighbouring Districts,46,339319,4435,3168,https://media.tepapa.govt.nz/collection/339319/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>Map of the King Country and Neighbouring Districts, New Zealand.</FONT></P>
<P><FONT size=3>From explorations by J. H. Kerry-Nichols F. R. G. S, April-May 1883.</FONT></P></FONT>","Approximate: 640mm (width), 485mm (height)","Royal Geographical Society,Edward Weller","publisher,lithographer",c1885,,lithography,,"paper,ink,linen",maps,Map making,,,
240374,Turuturumokai Redoubt drawing (copy),36,339324,3168,4752,https://media.tepapa.govt.nz/collection/339324/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>Turuturumokai Redoubt, In Sec329 Hawera VI.</FONT></P>
<P><FONT size=3>Attacked by Hauhaus July 12th 1868.</FONT></P>
<P><FONT size=3>Presented by W. F. Gordon, New Plymouth December 1929.</FONT></P></FONT>","Approximate: 190mm (width), 295mm (height)",William Francis Gordon,artist,circa 1929,,printing,,"paper,ink,cardboard",plans,,Military tactics,Māori,"Gift of W.F. Gordon, 1930"
240378,Drawings of kites (for Games and Pastimes of the Maori by Elsdon Best),70,339332,2749,4043,https://media.tepapa.govt.nz/collection/339332/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Drawings of Kites (from Myths and Songs of the South Pacific by Elsdon Best)</P></FONT>","Approximate: 160mm (width), 255mm (height)",Ethel Richardson,artist,c1920,,freehand drawing,,"paper,ink,graphite pencil",drawings,,,"Fishing,Solomon Islands,Vanuatu,Banks Islands",
240378,Drawings of kites (for Games and Pastimes of the Maori by Elsdon Best),70,339333,2651,3721,https://media.tepapa.govt.nz/collection/339333/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Drawings of Kites (from Myths and Songs of the South Pacific by Elsdon Best)</P></FONT>","Approximate: 160mm (width), 255mm (height)",Ethel Richardson,artist,c1920,,freehand drawing,,"paper,ink,graphite pencil",drawings,,,"Fishing,Solomon Islands,Vanuatu,Banks Islands",
240378,Drawings of kites (for Games and Pastimes of the Maori by Elsdon Best),70,339334,3113,3939,https://media.tepapa.govt.nz/collection/339334/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Drawings of Kites (from Myths and Songs of the South Pacific by Elsdon Best)</P></FONT>","Approximate: 160mm (width), 255mm (height)",Ethel Richardson,artist,c1920,,freehand drawing,,"paper,ink,graphite pencil",drawings,,,"Fishing,Solomon Islands,Vanuatu,Banks Islands",
240378,Drawings of kites (for Games and Pastimes of the Maori by Elsdon Best),70,339335,3048,3590,https://media.tepapa.govt.nz/collection/339335/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Drawings of Kites (from Myths and Songs of the South Pacific by Elsdon Best)</P></FONT>","Approximate: 160mm (width), 255mm (height)",Ethel Richardson,artist,c1920,,freehand drawing,,"paper,ink,graphite pencil",drawings,,,"Fishing,Solomon Islands,Vanuatu,Banks Islands",
240378,Drawings of kites (for Games and Pastimes of the Maori by Elsdon Best),70,339336,3168,3694,https://media.tepapa.govt.nz/collection/339336/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Drawings of Kites (from Myths and Songs of the South Pacific by Elsdon Best)</P></FONT>","Approximate: 160mm (width), 255mm (height)",Ethel Richardson,artist,c1920,,freehand drawing,,"paper,ink,graphite pencil",drawings,,,"Fishing,Solomon Islands,Vanuatu,Banks Islands",
240378,Drawings of kites (for Games and Pastimes of the Maori by Elsdon Best),70,339337,3115,3388,https://media.tepapa.govt.nz/collection/339337/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Drawings of Kites (from Myths and Songs of the South Pacific by Elsdon Best)</P></FONT>","Approximate: 160mm (width), 255mm (height)",Ethel Richardson,artist,c1920,,freehand drawing,,"paper,ink,graphite pencil",drawings,,,"Fishing,Solomon Islands,Vanuatu,Banks Islands",
240378,Drawings of kites (for Games and Pastimes of the Maori by Elsdon Best),70,339338,3141,3377,https://media.tepapa.govt.nz/collection/339338/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Drawings of Kites (from Myths and Songs of the South Pacific by Elsdon Best)</P></FONT>","Approximate: 160mm (width), 255mm (height)",Ethel Richardson,artist,c1920,,freehand drawing,,"paper,ink,graphite pencil",drawings,,,"Fishing,Solomon Islands,Vanuatu,Banks Islands",
240378,Drawings of kites (for Games and Pastimes of the Maori by Elsdon Best),70,339339,3157,3432,https://media.tepapa.govt.nz/collection/339339/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Drawings of Kites (from Myths and Songs of the South Pacific by Elsdon Best)</P></FONT>","Approximate: 160mm (width), 255mm (height)",Ethel Richardson,artist,c1920,,freehand drawing,,"paper,ink,graphite pencil",drawings,,,"Fishing,Solomon Islands,Vanuatu,Banks Islands",
240379,"Illustration of stick chart, Marshall Islands",45,339347,3104,3999,https://media.tepapa.govt.nz/collection/339347/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Illustration of Stick Chart, Marshall Islands. Journal of Polynesian Society, Vol: IV page 237.</P></FONT>","Approximate: 185mm (width), 255mm (height)",Ethel Richardson,artist,c1920,,freehand drawing,,"paper,ink,graphite pencil","illustrations,drawings",,,Marshall Islands,
240379,"Illustration of stick chart, Marshall Islands",45,339348,3130,4043,https://media.tepapa.govt.nz/collection/339348/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Illustration of Stick Chart, Marshall Islands. Journal of Polynesian Society, Vol: IV page 237.</P></FONT>","Approximate: 185mm (width), 255mm (height)",Ethel Richardson,artist,c1920,,freehand drawing,,"paper,ink,graphite pencil","illustrations,drawings",,,Marshall Islands,
240381,Sketch of Gilbert island outrigger canoe,40,339350,2826,3301,https://media.tepapa.govt.nz/collection/339350/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>Section of Gilbert Island Model Outrigger Canoe.</FONT></P>
<P><FONT size=3>Dominion Museum.</FONT></P>
<P><FONT size=3>Fig 152.</FONT></P>
<P><FONT size=3>Cross section of model of canoe of Gilbert Group, showing small hull piece, lashings of Maori form, and attaches tree to brace the strakes [sic]. An interesting illustration on the development of the built up ribbed boat. The straight sides are remarkable. Spec [sic] in Dominion Museum. Sketch by Miss E Richardson.</FONT></P></FONT>","Approximate: 180mm (width), 190mm (height)",Ethel Richardson,artist,no date given,,freehand drawing,,"paper,ink,graphite pencil,adhesive",drawings,Boat & ship industry,,"Wood carving,Kiribati",
240381,Sketch of Gilbert island outrigger canoe,40,339351,3108,3426,https://media.tepapa.govt.nz/collection/339351/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>Section of Gilbert Island Model Outrigger Canoe.</FONT></P>
<P><FONT size=3>Dominion Museum.</FONT></P>
<P><FONT size=3>Fig 152.</FONT></P>
<P><FONT size=3>Cross section of model of canoe of Gilbert Group, showing small hull piece, lashings of Maori form, and attaches tree to brace the strakes [sic]. An interesting illustration on the development of the built up ribbed boat. The straight sides are remarkable. Spec [sic] in Dominion Museum. Sketch by Miss E Richardson.</FONT></P></FONT>","Approximate: 180mm (width), 190mm (height)",Ethel Richardson,artist,no date given,,freehand drawing,,"paper,ink,graphite pencil,adhesive",drawings,Boat & ship industry,,"Wood carving,Kiribati",
240382,"Rubbing of ceremonial paddle, High Island, Austral Group",56,339352,3168,4752,https://media.tepapa.govt.nz/collection/339352/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Rubbings of Ceremonial Paddle, High Island, Astral Group.</P></FONT>","Approximate: 245mm (width), 305mm (height)",William Ockleford Oldman,maker/artist,21 May 1912,,"rubbing,freehand drawing",,"paper,ink,graphite pencil,cardboard,adhesive",rubbings,,Wood carving,Tubuai Islands,
240382,"Rubbing of ceremonial paddle, High Island, Austral Group",56,339353,4032,3145,https://media.tepapa.govt.nz/collection/339353/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Rubbings of Ceremonial Paddle, High Island, Astral Group.</P></FONT>","Approximate: 245mm (width), 305mm (height)",William Ockleford Oldman,maker/artist,21 May 1912,,"rubbing,freehand drawing",,"paper,ink,graphite pencil,cardboard,adhesive",rubbings,,Wood carving,Tubuai Islands,
240382,"Rubbing of ceremonial paddle, High Island, Austral Group",56,339354,4752,3168,https://media.tepapa.govt.nz/collection/339354/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Rubbings of Ceremonial Paddle, High Island, Astral Group.</P></FONT>","Approximate: 245mm (width), 305mm (height)",William Ockleford Oldman,maker/artist,21 May 1912,,"rubbing,freehand drawing",,"paper,ink,graphite pencil,cardboard,adhesive",rubbings,,Wood carving,Tubuai Islands,
240382,"Rubbing of ceremonial paddle, High Island, Austral Group",56,339358,4752,3168,https://media.tepapa.govt.nz/collection/339358/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Rubbings of Ceremonial Paddle, High Island, Astral Group.</P></FONT>","Approximate: 245mm (width), 305mm (height)",William Ockleford Oldman,maker/artist,21 May 1912,,"rubbing,freehand drawing",,"paper,ink,graphite pencil,cardboard,adhesive",rubbings,,Wood carving,Tubuai Islands,
240382,"Rubbing of ceremonial paddle, High Island, Austral Group",56,339359,3851,3138,https://media.tepapa.govt.nz/collection/339359/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Rubbings of Ceremonial Paddle, High Island, Astral Group.</P></FONT>","Approximate: 245mm (width), 305mm (height)",William Ockleford Oldman,maker/artist,21 May 1912,,"rubbing,freehand drawing",,"paper,ink,graphite pencil,cardboard,adhesive",rubbings,,Wood carving,Tubuai Islands,
240382,"Rubbing of ceremonial paddle, High Island, Austral Group",56,339360,3168,4752,https://media.tepapa.govt.nz/collection/339360/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Rubbings of Ceremonial Paddle, High Island, Astral Group.</P></FONT>","Approximate: 245mm (width), 305mm (height)",William Ockleford Oldman,maker/artist,21 May 1912,,"rubbing,freehand drawing",,"paper,ink,graphite pencil,cardboard,adhesive",rubbings,,Wood carving,Tubuai Islands,
240384,"Hawaiian double canoe, showing crab claw sail",45,339362,4137,3153,https://media.tepapa.govt.nz/collection/339362/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>Hawaiian double canoe, showing crab claw shell. </FONT></P>
<P><FONT size=3>From a plate in (Captain) Cook's voyages.</FONT></P></FONT>","Approximate: 370mm (width), 300mm (height)",Ethel Richardson,artist,no date given,,freehand drawing,,"paper,ink,graphite pencil,adhesive",drawings,Boat & ship industry,Wood carving,Hawaii,
240384,"Hawaiian double canoe, showing crab claw sail",45,339363,4126,3153,https://media.tepapa.govt.nz/collection/339363/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>Hawaiian double canoe, showing crab claw shell. </FONT></P>
<P><FONT size=3>From a plate in (Captain) Cook's voyages.</FONT></P></FONT>","Approximate: 370mm (width), 300mm (height)",Ethel Richardson,artist,no date given,,freehand drawing,,"paper,ink,graphite pencil,adhesive",drawings,Boat & ship industry,Wood carving,Hawaii,
240386,Outrigger canoe of Marquesas Group showing Tahitian forms of prow and stern,75,339366,4699,2640,https://media.tepapa.govt.nz/collection/339366/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>Outrigger canoe of Marquesas Group, showing Tahitian forms of prow and stern, together with [unknown] singular projections on the prow. From Cook's Voyages.</FONT></P>
<P><FONT size=3>Sketch by Miss E. Richardson.</FONT></P></FONT>","Approximate: 390mm (width), 165mm (height)",Ethel Richardson,artist,date not given,,freehand drawing,,"paper,ink,graphite pencil,adhesive",drawings,Boat & ship industry,Wood carving,"Marquesas Islands,Tahiti",
240386,Outrigger canoe of Marquesas Group showing Tahitian forms of prow and stern,75,339367,4661,2572,https://media.tepapa.govt.nz/collection/339367/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>Outrigger canoe of Marquesas Group, showing Tahitian forms of prow and stern, together with [unknown] singular projections on the prow. From Cook's Voyages.</FONT></P>
<P><FONT size=3>Sketch by Miss E. Richardson.</FONT></P></FONT>","Approximate: 390mm (width), 165mm (height)",Ethel Richardson,artist,date not given,,freehand drawing,,"paper,ink,graphite pencil,adhesive",drawings,Boat & ship industry,Wood carving,"Marquesas Islands,Tahiti",
240392,Sketch of Fijian outrigger canoe with lateen sail,49,339343,3885,3164,https://media.tepapa.govt.nz/collection/339343/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Sketch of Fijian outrigger canoe with lateen sail, from Durville's Voyage to South Pole, Plate 96</P></FONT>","Approximate: 360mm (width), 300mm (height)",Ethel Richardson,artist,date not given,,freehand drawing,,"paper,ink,graphite pencil,adhesive",freehand drawings,Boat & ship industry,Wood carving,Fiji,
240392,Sketch of Fijian outrigger canoe with lateen sail,49,339344,4024,3164,https://media.tepapa.govt.nz/collection/339344/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Sketch of Fijian outrigger canoe with lateen sail, from Durville's Voyage to South Pole, Plate 96</P></FONT>","Approximate: 360mm (width), 300mm (height)",Ethel Richardson,artist,date not given,,freehand drawing,,"paper,ink,graphite pencil,adhesive",freehand drawings,Boat & ship industry,Wood carving,Fiji,
240394,Sketch of Tahitian outrigger canoe -  from Cook's voyages,57,339386,3994,3164,https://media.tepapa.govt.nz/collection/339386/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>Outrigger canoe of Tahiti showing the characteristic flat projective piece out prow, and peculiar form of sail.</FONT></P>
<P><FONT size=3>From Cook's Voyages.</FONT></P></FONT>","Approximate: 340mm (width), 285mm (height)",Ethel Richardson,artist,date not given,,freehand drawing,,"paper,ink,graphite pencil,adhesive",freehand drawings,Boat & ship industry,Wood carving,Tahiti,
240394,Sketch of Tahitian outrigger canoe -  from Cook's voyages,57,339387,3866,3168,https://media.tepapa.govt.nz/collection/339387/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>Outrigger canoe of Tahiti showing the characteristic flat projective piece out prow, and peculiar form of sail.</FONT></P>
<P><FONT size=3>From Cook's Voyages.</FONT></P></FONT>","Approximate: 340mm (width), 285mm (height)",Ethel Richardson,artist,date not given,,freehand drawing,,"paper,ink,graphite pencil,adhesive",freehand drawings,Boat & ship industry,Wood carving,Tahiti,
240397,Draft plan and section of Amsterdam Canoe,41,339381,4752,3168,https://media.tepapa.govt.nz/collection/339381/full,No Known Copyright Restrictions,"<FONT size=3>
<P>A draught plan and section of an Amsterdam Canoe, seen in the South Seas, showing two in the plan, their distance from out to outside being 13 feet 9 inches secured with beams and fore and aft pieces of timber lashed together with sinnet made of cocoa nut [sic] bars. The plan is from Cook's second voyage to Oceania, 1772-1775.</P></FONT>","Approximate: 710mm (width), 430mm (height)",W Palmer,engraver (printmaker),1777,,printing,,"paper,ink",sections,"Boat & ship industry,Anthropology,Captain James Cook",Wood carving,South Pacific Ocean,
240405,Sketch plan of Miramar Peninsular,33,339398,2809,2934,https://media.tepapa.govt.nz/collection/339398/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Sketch plan of Miramar Peninsular, from Translations volume 5 (Trans NZ Institute Vol. V), Plate 21</P></FONT>","Approximate: 195mm (width), 220mm (height)",John Buchanan,artist,1872,,freehand drawing,,"paper,graphite pencil",plans,,Wellington,"Anthropology,Archaeology,Māori",
240405,Sketch plan of Miramar Peninsular,33,339399,2836,2897,https://media.tepapa.govt.nz/collection/339399/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Sketch plan of Miramar Peninsular, from Translations volume 5 (Trans NZ Institute Vol. V), Plate 21</P></FONT>","Approximate: 195mm (width), 220mm (height)",John Buchanan,artist,1872,,freehand drawing,,"paper,graphite pencil",plans,,Wellington,"Anthropology,Archaeology,Māori",
240471,Plan illustrating the operations at Ngatapa,43,339500,3515,3142,https://media.tepapa.govt.nz/collection/339500/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Plan illustrating the operations at Ngatapa.</P></FONT>","Approximate: 430mm (width), 390mm (height)",Unknown,,February 1884,Wellington (New Zealand),lithography,,"paper,ink",plans,Anthropology,"Land use,Military tactics,Ngātapa",Māori,
240471,Plan illustrating the operations at Ngatapa,43,339499,4006,3153,https://media.tepapa.govt.nz/collection/339499/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Plan illustrating the operations at Ngatapa.</P></FONT>","Approximate: 430mm (width), 390mm (height)",Unknown,,February 1884,Wellington (New Zealand),lithography,,"paper,ink",plans,Anthropology,"Land use,Military tactics,Ngātapa",Māori,
241159,"Sending ""Entomologists Annual"" and c.",37,493375,3840,5760,https://media.tepapa.govt.nz/collection/493375/full,No Known Copyright Restrictions,,,Richard William Fereday,writer,04 January 1871,Christchurch (New Zealand),handwriting,,"paper,ink","letters,correspondence",,,,
241159,"Sending ""Entomologists Annual"" and c.",37,493322,5760,3840,https://media.tepapa.govt.nz/collection/493322/full,No Known Copyright Restrictions,,,Richard William Fereday,writer,04 January 1871,Christchurch (New Zealand),handwriting,,"paper,ink","letters,correspondence",,,,
